,Cherry,Mango,Banana,Guava,Litchi,Wastage
2707,39970,29500,15372,32254,17979,18655
2708,46494,23667,37462,17399,28797,21927
2709,28870,29526,38797,30320,9705,41972
2710,37273,25650,47112,14156,8177,20012
2711,20913,16486,6373,10534,21006,10947
2712,38799,10564,3718,34419,36156,26272
2713,25705,14103,43082,8521,21770,14941
2714,49438,27277,23252,26913,25808,7890
2715,6482,9901,13022,38404,26033,9800
2716,36225,14256,3446,43672,28446,23162
2717,11595,8309,14295,45860,9494,18928
2718,30730,32118,45267,40541,43833,19017
2719,46360,6723,38866,41483,8455,19622
2720,33138,6441,28256,18984,35762,7956
2721,49433,19624,28804,11349,26689,16017
2722,7251,37829,47411,28340,15069,25879
2723,30905,30294,42948,22777,10270,8859
2724,45747,40956,18969,11749,47798,19934
2725,49936,31459,29307,25206,20914,49497
2726,25421,44536,23830,12277,41031,21975
2727,29280,12928,32720,25599,21125,48500
2728,10246,22516,2160,43045,23448,5228
2729,11891,28255,26524,20184,24093,14154
2730,30881,7723,49488,25862,14001,24759
2731,31316,9675,4341,29824,34754,34370
2732,47027,7625,19427,23110,36205,40154
2733,45404,13757,33647,41242,16175,8411
2734,13520,32200,20676,40737,29759,5090
2735,39467,14511,22388,24168,8531,12061
2736,6326,31924,19055,8955,43421,39376
2737,45098,23568,13703,39288,28212,35929
2738,49537,33390,34564,26556,18382,26120
2739,18391,11368,38463,6909,13489,45367
2740,13467,30537,37613,43253,17120,49587
2741,28805,32398,12259,27302,14815,38741
2742,12988,20853,16115,14661,25230,35203
2743,28275,40535,10941,24628,22552,8122
2744,40780,14194,14897,46001,37590,44737
2745,24762,45985,45996,8525,13472,5645
2746,34131,10497,4686,27132,28970,30592
2747,7447,19761,31989,47891,45374,41889
2748,15776,16189,38426,37267,22062,6898
2749,29251,6353,39756,18459,12746,29626
2750,46152,43478,2224,38033,29607,39078
2751,7397,29036,9346,47857,27715,23580
2752,18421,48491,11173,5885,20648,30278
2753,21427,28153,2245,10901,34451,46273
2754,46764,26440,7573,32063,32104,18007
2755,5302,19064,23195,27296,40109,16985
2756,9344,13204,39248,20978,24626,9016
2757,40200,31695,28157,40573,45747,25822
2758,41797,20164,15698,24075,47338,12828
2759,22796,17173,22507,38863,7391,37156
2760,38690,45978,48588,44304,27680,10115
2761,21537,29091,3598,20750,9794,47633
2762,6873,12733,24394,43199,10822,24707
2763,49726,39170,14807,13489,41763,20653
2764,35166,38868,40737,38957,12230,24885
2765,48268,20323,48022,7891,15453,9561
2766,46773,13813,49723,24995,35137,13627
2767,44013,11892,10267,22825,40240,49403
2768,47849,16053,43011,30600,47829,6882
2769,6077,46605,30337,10019,7841,23230
2770,36574,45607,4371,15918,13561,20254
2771,26574,26629,14587,15039,16390,41666
2772,37855,44447,23487,12003,27304,37266
2773,16956,48799,4833,11622,20601,39392
2774,6781,29935,27908,49796,22549,46666
2775,25595,24688,5731,10797,18224,8685
2776,9526,39762,14519,9523,11874,14557
2777,24449,48210,48186,31244,9720,15997
2778,5704,48723,39298,12239,5453,38710
2779,9017,45155,48264,35830,16094,24075
2780,7601,42624,22388,28221,28271,35318
2781,12813,20987,8657,16956,10969,12258
2782,28210,12564,37870,24941,15117,7912
2783,6891,16650,48704,43891,45021,34165
2784,44800,24669,1298,11191,12640,22059
2785,12537,34636,47541,7442,15019,21172
2786,15351,39584,28958,18983,29828,48596
2787,15201,29212,10155,47294,6198,6136
2788,26618,34480,30113,49971,18477,24999
2789,10075,21193,25517,42493,43229,21633
2790,41258,48781,42421,48449,40487,6914
2791,10705,42318,3764,46554,16899,25684
2792,5026,34613,26055,19925,44893,12943
2793,45543,36064,9408,36625,8079,26181
2794,7399,24141,7981,24681,34249,35716
2795,9714,30903,12028,15093,48312,39418
2796,45753,37991,9924,34917,34712,12756
2797,5927,35323,45191,44394,8232,43702
2798,35878,21736,13277,7231,49208,31025
2799,23086,42783,26504,33202,34033,41170
2800,45518,41911,27294,25059,11908,38668
2801,12219,23458,2337,8123,37209,30693
2802,36162,28472,34895,47445,44178,24629
2803,19855,43445,4541,18424,45775,35805
2804,20382,12224,16749,46762,24946,15327
2805,32990,47545,6584,12896,47957,42404
2806,34960,18104,32112,30335,6065,48108
2807,25540,44308,34119,11147,22261,14753
2808,6782,32880,23685,48863,37409,8464
2809,46390,15330,39360,33835,45068,44618
2810,25485,45706,3934,36147,7287,46063
2811,40301,13831,44849,13090,24500,11361
2812,11195,20960,4452,19160,49825,32614
2813,25624,18774,30433,24064,31605,11855
2814,33101,43286,48138,29766,5816,22401
2815,46255,16141,35108,36673,28002,20048
2816,18856,25136,4810,39815,42082,10945
2817,6888,43018,3521,29837,12136,44172
2818,21127,28144,17686,5016,48603,49848
2819,37391,48431,9531,44306,31178,31790
2820,31207,28373,12366,21003,29630,14230
2821,6017,32022,46696,8499,19303,24852
2822,37344,23778,38786,33507,14126,40978
2823,6513,41343,29540,18240,9977,18064
2824,7249,8072,5529,40745,45488,42770
2825,19973,36140,43063,16773,44395,23025
2826,43759,38899,30666,33152,40036,17739
2827,14190,10809,44163,31004,49068,11453
2828,14904,16342,1700,11393,43765,42837
2829,22483,33287,22123,34798,44630,11174
2830,35481,17804,30508,34629,34403,46361
2831,47314,42707,4947,9257,44326,11373
2832,23537,34823,42564,29811,47125,46862
2833,31548,21967,27007,19710,20709,38556
2834,11426,49804,28659,19094,40837,20121
2835,16312,25388,34643,30103,16305,45452
2836,5848,10223,13441,47847,48270,40586
2837,25807,41026,16100,7244,28854,6434
2838,35792,13274,1262,15772,22818,24988
2839,15569,6964,15226,49815,20878,44614
2840,49646,23684,39777,32614,14841,14656
2841,33592,20693,16352,44167,10766,19736
2842,27743,21933,49450,47623,39853,15175
2843,15336,6543,34504,28789,49883,7994
2844,17444,28199,11675,11585,37653,17332
2845,16365,29289,28765,23492,18189,48724
2846,39221,38494,8865,19919,14227,30340
2847,18869,44992,9368,41880,5986,21898
2848,46207,42020,37075,47394,13341,36592
2849,46215,37898,27523,22941,14608,44729
2850,49067,9808,44504,21224,35139,31509
2851,22804,15424,15378,43834,7463,36646
2852,41193,10028,11519,16236,40579,25387
2853,26947,10538,27821,20814,46072,46287
2854,26712,31502,15325,35241,31631,19894
2855,26027,34155,23133,31184,9450,21632
2856,10807,32219,23123,39296,25268,29712
2857,17348,38817,12477,42292,25708,40608
2858,8652,24773,23092,41769,31161,8037
2859,9436,13408,45304,43440,46094,5317
2860,30467,12025,4803,29692,48758,29283
2861,17449,43357,3992,19069,22418,40097
2862,27949,22980,23127,18118,18650,28529
2863,9244,27747,32202,7460,24160,25052
2864,29032,31702,1932,37843,38711,17568
2865,17599,6684,49031,35231,16243,36641
2866,47379,31845,25949,28158,38298,20491
2867,31777,45996,26215,12171,26673,14813
2868,11003,43525,11435,42072,38650,25682
2869,19783,29623,49481,8084,42086,46631
2870,43826,7187,33384,13446,15231,30579
2871,21065,26449,49882,7740,12815,34169
2872,12298,37220,41566,20749,25840,40845
2873,46169,22188,31837,42109,42769,26793
2874,6325,30078,42704,36146,26505,44939
2875,22551,43544,14750,33693,11013,41629
2876,36632,8215,20823,28945,10223,37672
2877,23883,20803,21048,22704,49997,31257
2878,11244,13053,35440,14357,36358,38364
2879,36267,13378,5080,49534,13305,43775
2880,22387,31894,46390,25516,6810,17205
2881,34188,45180,39455,41728,46737,38331
2882,14371,48030,17270,41719,16210,26208
2883,40495,26485,33139,47748,6242,32447
2884,40149,21141,14002,28438,7727,32902
2885,13274,37970,13820,29162,47599,8807
2886,32628,11088,41895,48849,25364,40932
2887,29326,36343,33715,45025,22117,11072
2888,14792,29061,38120,43994,8739,45006
2889,40097,32570,38359,40797,30702,49925
2890,35285,10162,37191,18476,46851,19547
2891,34191,36878,41289,28082,30697,47097
2892,21244,22037,18172,22368,48062,29948
2893,41764,15312,5461,24722,46595,42765
2894,5526,12295,47561,10726,29590,37213
2895,45865,21654,13787,11560,26132,16436
2896,16618,31521,36757,12120,10732,17378
2897,21741,32081,26820,18896,29245,44234
2898,7253,22824,44597,43615,34169,39263
2899,7603,9461,33425,48858,33849,45239
2900,40850,19986,19948,28220,7875,48223
2901,43046,13785,25550,18606,48075,46188
2902,19552,38389,10277,16565,5579,40191
2903,29770,33368,23607,47335,41606,20469
2904,36147,21536,36651,49330,17871,11994
2905,37514,28205,37943,18332,11264,48467
2906,25331,13032,33264,7640,47413,28514
2907,22832,47060,5202,16996,16941,23978
2908,34021,43284,20814,17355,16664,11411
2909,27361,10227,32286,42790,19823,30119
2910,39717,24638,23243,12780,44948,24184
2911,10699,36437,49655,14424,48083,14496
2912,32469,20212,42292,37153,46122,27190
2913,29626,14274,527,40111,43241,16197
2914,46476,38740,6184,25767,37551,30043
2915,44478,18077,17723,48353,31398,17966
2916,33708,43972,40044,46497,31183,48296
2917,48320,14653,47879,32382,35708,47088
2918,48001,26927,44300,10362,28791,9271
2919,20518,31569,32477,20589,32012,48609
2920,16053,13075,19330,10715,20527,49502
2921,47341,21297,40784,40537,13813,32019
2922,49314,37508,13521,6235,8238,27285
2923,16285,15206,10410,35855,36239,9965
2924,26429,28315,16798,49002,11797,16161
2925,49518,6537,48746,16630,26708,46389
2926,21571,7331,28054,48592,16575,23479
2927,34970,40389,24467,17699,18553,38588
2928,25813,31070,46863,47578,9334,37590
2929,27462,28698,41459,46871,31659,12306
2930,11055,41498,25652,19162,45897,48278
2931,26210,41445,7311,10255,5892,49634
2932,13891,7517,655,41758,10480,12193
2933,20355,19521,8866,14588,21880,27845
2934,13043,45920,36059,10039,10954,34364
2935,24033,39302,20484,34912,26714,42551
2936,30604,38609,6163,11816,33614,43868
2937,10727,41750,3306,35578,16729,26173
2938,43463,28729,33893,44298,20635,29891
2939,35484,41883,13173,26083,11034,47738
2940,21535,25118,47767,20609,15273,14986
2941,25436,33892,28802,33867,9858,45268
2942,17633,6384,2029,39422,19671,19414
2943,40265,29582,5740,40299,11723,10277
2944,21311,15424,11110,21216,23382,48225
2945,18418,11330,1811,37549,9205,47079
2946,44698,47453,10740,19168,45774,11614
2947,11235,25624,49235,5552,32130,41624
2948,24028,49900,577,17647,29155,35479
2949,29443,16127,23144,35742,11798,18534
2950,14804,13529,34377,17203,20362,46632
2951,45581,47899,27868,22786,36085,28827
2952,26440,33327,38272,33321,31303,8125
2953,11281,40108,14246,39062,40710,39258
2954,49141,45442,12146,14917,29327,37182
2955,11453,46576,40661,36531,46952,18887
2956,13990,6741,20396,33545,45734,12061
2957,7133,28210,8569,17855,23631,42655
2958,22632,31842,36772,23785,11798,20754
2959,36886,34172,33675,24022,45316,15640
2960,38803,29765,23701,28005,44168,36130
2961,5417,6299,2729,12654,32119,28745
2962,23049,29407,41765,25810,47070,24913
2963,23406,45960,44787,18756,6962,21018
2964,24787,23460,734,28219,48767,10334
2965,18447,17582,30786,31120,25408,44343
2966,43593,7566,18990,17500,42945,7961
2967,11187,23008,45782,6617,11067,29305
2968,22078,30914,40033,8954,10440,30006
2969,10241,7474,24431,25517,28405,9680
2970,39965,14072,27806,8117,14054,33307
2971,25557,24885,26318,45972,9058,27311
2972,39904,26240,31607,12314,18933,17068
2973,12861,9641,44684,16804,27517,31153
2974,44090,23251,32452,47910,24289,40109
2975,20589,46855,10291,20477,41659,12057
2976,26768,25954,18569,12168,13030,31274
2977,46193,41388,8407,33410,21059,20282
2978,41509,7763,13145,8239,28016,39330
2979,26305,8250,24210,12063,34509,6554
2980,39676,28010,28380,27170,35660,26253
2981,26729,13329,29228,29615,49244,13212
2982,46595,48193,42779,12849,34170,12966
2983,34290,32140,46459,36450,6590,45147
2984,12024,45595,15440,28110,31497,42112
2985,35519,11263,16759,23254,16078,14958
2986,10591,38820,21278,48806,47068,8488
2987,49951,27120,7135,7623,24761,9169
2988,32337,29523,12700,46698,19091,10522
2989,40793,39373,47163,35816,21172,49860
2990,7680,48754,34689,36094,28417,16736
2991,36093,10315,2677,49839,35175,36420
2992,20843,33268,42567,12193,18514,45134
2993,14172,32026,45729,27938,29463,6744
2994,15668,42583,39397,42279,9164,18450
2995,19060,26549,20961,25707,21111,7291
2996,48836,45269,24636,33788,18778,15025
2997,8742,8430,20854,44208,40968,49961
2998,29945,11297,29880,37386,14258,31688
2999,37538,31716,11216,37809,22404,16688
3000,33370,48003,42147,8295,28835,15713
3001,47069,12940,14419,39260,28539,31834
3002,23328,34268,26036,14636,7562,9767
3003,6917,10254,22730,22642,27191,39631
3004,23817,16496,29319,45423,24717,21189
3005,44888,20999,30621,40635,30629,5865
3006,46042,12491,5963,39179,15274,16938
3007,24917,43382,30225,32372,39241,38777
3008,11259,9461,16091,12296,24493,9178
3009,37381,33856,504,16277,41881,16136
3010,36845,25940,33205,36310,15207,10589
3011,49111,32804,26607,5098,21653,9581
3012,10997,40305,13896,38233,5967,35234
3013,16597,17900,37709,44427,42423,11475
3014,45987,22000,2141,16077,14698,44840
3015,8639,32252,7527,25308,27696,19868
3016,15742,20328,3681,34783,23489,25723
3017,14877,13546,33600,42828,42333,27928
3018,16564,10021,14498,46209,23129,30920
3019,5771,41897,32610,14609,21957,42134
3020,25542,47215,12560,25340,9168,36717
3021,34571,32391,8596,49335,10720,34520
3022,16929,21030,28921,14367,42382,25453
3023,46845,11911,13910,44148,45883,44037
3024,35565,14538,46151,6836,10350,49542
3025,39511,30324,36723,32608,32255,21176
3026,20759,37746,27549,31973,49252,40273
3027,40265,28135,21459,18555,17055,20015
3028,31091,21803,46598,31243,8035,28225
3029,39304,21316,2122,47921,27857,15972
3030,23384,22882,28060,7284,43392,39543
3031,40855,35171,22392,34371,35748,28778
3032,38468,32978,40258,24906,27976,6128
3033,34036,9380,35731,8986,22518,31674
3034,31222,34082,23526,38656,9791,11697
3035,15991,20269,5330,17702,27493,19477
3036,15611,7459,10905,40761,30100,14232
3037,30319,42538,43997,10769,13922,12536
3038,11198,38324,44212,39451,21406,33448
3039,18181,35832,4866,28093,48628,11445
3040,20220,13487,18469,30771,12535,12741
3041,10591,22702,37498,18002,20030,17615
3042,12447,38652,43056,10263,21364,41156
3043,21790,16655,39342,38621,9541,23185
3044,16843,24704,24330,48766,30116,11275
3045,30433,41928,34727,10202,41078,22547
3046,6243,43186,35392,36323,24546,21934
3047,21869,42950,33660,24599,22547,7046
3048,23436,8360,21262,39242,23238,23882
3049,7338,45236,47669,14720,19632,8823
3050,18889,25130,31343,45508,9899,22140
3051,27404,38130,39419,16467,8762,37573
3052,12501,33253,32416,42195,23918,33586
3053,21929,5672,46626,6865,8185,20781
3054,47205,24302,10558,5128,43224,21138
3055,43039,31473,27298,40505,47995,42303
3056,34242,17026,11946,17159,24186,18639
3057,40672,13480,7244,44027,9498,41306
3058,31838,38207,18975,27585,48387,22277
3059,32818,11943,25036,8039,29908,38882
3060,45493,10360,46553,40956,36399,18084
3061,8784,21266,39593,21938,37743,6649
3062,21742,14431,31152,42005,5646,39423
3063,43733,28454,8452,23489,33846,21472
3064,39084,45920,42662,13236,11092,5433
3065,19602,27107,8107,17107,45412,48159
3066,41676,38031,42859,26729,17645,17816
3067,38595,35492,45298,35257,41918,45108
3068,39421,45151,39927,12109,34148,16725
3069,9263,17057,31881,21021,17942,41433
3070,31115,19130,34342,11863,36421,49335
3071,26547,10721,19592,28420,11965,32839
3072,13703,9848,25361,27785,9764,45596
3073,47060,15458,18708,27563,15136,38900
3074,27698,26686,15851,9795,12758,10227
3075,15441,29679,12707,8288,15257,41714
3076,42127,39177,43781,15996,28429,18673
3077,13991,35740,32545,24515,10857,25211
3078,21276,35324,40974,37547,24163,41043
3079,10515,16253,612,7945,29913,20579
3080,47261,22531,46394,6528,9488,30608
3081,39703,43998,41884,23650,30175,48937
3082,37720,46929,18439,48988,22411,26609
3083,42359,16553,46267,29342,29469,30412
3084,25336,20356,28618,14070,21031,10289
3085,48969,40479,5110,13766,40088,29721
3086,25069,44935,21656,18756,12464,24251
3087,9428,40257,13383,43259,49376,35928
3088,11107,15269,39071,38415,34864,5724
3089,29340,33350,45378,28323,8459,28438
3090,32496,49943,23274,5010,19517,12022
3091,41199,29151,7901,8129,31577,17596
3092,21707,44966,39793,41972,10228,13061
3093,25160,23732,13490,30778,46059,20149
3094,9637,5014,24301,5603,42025,49796
3095,43910,36030,42392,13473,31597,26005
3096,37421,20098,31396,13602,49461,49764
3097,43868,42380,12687,28973,40780,42143
3098,17818,41325,43406,14395,15822,33508
3099,40515,42177,26152,32012,27912,17623
3100,26016,28626,3021,29675,8872,30285
3101,15077,13427,11303,44364,22041,47338
3102,8810,35055,31815,30646,7025,18997
3103,7576,23248,43569,30465,41768,15913
3104,12393,12324,9383,41198,17901,29457
3105,8491,12039,40354,12054,25139,26488
3106,38169,22219,38483,34442,23730,14402
3107,22669,5773,31706,32522,29886,41825
3108,17802,5890,12989,39344,10955,15529
3109,25726,16697,14207,26636,44293,39830
3110,13983,7185,10764,32726,26714,23723
3111,46918,35324,37104,21694,39278,34539
3112,12898,9310,22012,13799,37956,24732
3113,46828,7337,8290,14351,43729,27547
3114,44164,27877,49549,24992,6806,24771
3115,20261,27786,11708,43800,5269,32653
3116,12607,37870,38258,34266,40110,34409
3117,33680,44755,37154,5276,8019,27537
3118,43102,37283,27095,25519,17374,37848
3119,42967,15562,36023,32400,46071,17468
3120,32494,8490,45329,32357,16642,6333
3121,39664,26966,22070,14072,38859,9095
3122,46727,10562,33528,39799,39860,13347
3123,41276,27154,47550,44739,46721,33049
3124,37803,34881,24652,32549,44423,10252
3125,13142,39546,45323,22975,33063,34070
3126,9491,35932,41654,7049,46677,37905
3127,34879,32638,31612,5253,35190,14494
3128,29826,24097,2044,36683,27886,22920
3129,16661,47354,22629,28306,8885,18629
3130,5057,6190,48550,32712,38145,10961
3131,25244,17216,29619,16256,42052,48042
3132,19053,44169,20518,42699,36799,17979
3133,12314,26818,36424,14573,6889,23078
3134,15160,29921,46928,41381,49270,42059
3135,33724,6941,21094,29073,26246,34553
3136,21350,8126,8225,46596,39887,6883
3137,41122,32221,8616,7964,35591,22807
3138,5341,20778,41276,34864,48677,23872
3139,19875,5063,48463,43566,34541,6778
3140,19446,22536,49516,34514,13585,40814
3141,12638,35380,34177,33285,9342,6420
3142,17854,49405,43120,14563,26056,35049
3143,41246,49960,19423,5873,29729,28993
3144,36398,14599,43141,34450,18442,49394
3145,21870,36994,9605,24455,6613,12441
3146,25060,47774,28737,36530,27945,13513
3147,29889,44394,43581,49566,26720,16415
3148,38457,24798,32599,24591,39203,33476
3149,33257,12608,38209,18281,35636,47569
3150,14055,40695,1174,48940,30771,31085
3151,24742,24453,18577,6138,37585,35838
3152,42290,16678,8507,21997,44692,23858
3153,40223,21958,35833,40960,46739,33787
3154,38763,14856,13329,13453,47789,27554
3155,24610,27070,26332,14953,21179,26062
3156,39337,17664,16672,27021,6420,14538
3157,28508,20713,44084,39060,39070,44127
3158,42001,18907,40321,11568,11027,14896
3159,14466,40998,32543,27086,24290,49932
3160,16582,36582,25622,18980,36544,27902
3161,20751,46924,1844,13801,17827,7604
3162,39044,41762,46900,36343,44662,49152
3163,48200,45862,16956,28962,17959,40132
3164,13741,18740,41920,47396,49336,38955
3165,5684,17761,2402,34998,45880,24923
3166,26413,49767,36928,43818,30073,8253
3167,17278,15695,11432,6232,20759,25180
3168,32913,33445,15704,26324,34474,27720
3169,20848,15242,38016,15891,13192,25149
3170,9964,37420,37211,21587,41362,31353
3171,37740,42849,39395,17548,29269,45788
3172,37165,44540,3080,36037,36641,30954
3173,32660,34932,39233,23939,29283,33116
3174,34694,23258,24813,9782,5856,21964
3175,28781,14245,22910,31513,43469,12858
3176,25682,28316,19306,32429,46334,23881
3177,16202,34874,46543,14636,16259,8971
3178,19092,24081,27399,25187,37374,14726
3179,9039,30655,3944,34157,13096,12370
3180,17040,27447,24800,16662,13182,12219
3181,15570,44019,3568,8045,36713,28193
3182,24041,29350,14738,17199,30828,9071
3183,48015,9276,16116,41747,23357,29992
3184,31205,23715,49658,45961,23178,36444
3185,14025,19229,39869,30807,49271,22387
3186,42248,36995,15224,14871,5022,30750
3187,45318,26866,48265,8042,21686,25977
3188,40685,37566,13212,27441,33439,45289
3189,13543,15492,31756,29598,10853,12812
3190,18023,27427,23979,48115,14656,45222
3191,23123,40529,41635,10205,5306,44652
3192,7371,11301,1799,6743,20886,13145
3193,18269,44880,38924,5147,7191,32925
3194,40582,27178,2814,8277,32140,29705
3195,13975,15797,6373,44801,6709,35082
3196,8130,17064,29511,32667,22875,9874
3197,49547,48149,25823,45469,35263,27071
3198,27250,19229,9203,40747,6235,41197
3199,48645,43961,16813,9114,44022,37548
3200,32685,17381,13570,41208,38405,27309
3201,5945,30486,1786,13511,31147,37425
3202,49329,24799,5965,9525,24797,18821
3203,19771,9552,7350,28175,42453,15412
3204,7360,15217,8443,10268,44551,36426
3205,9754,28248,23245,38675,7586,34260
3206,38110,20028,29882,13438,27473,31754
3207,11566,20627,33364,8139,14421,28304
3208,37201,20494,27491,5499,41708,11371
3209,10441,22638,48079,11657,14347,47791
3210,17780,9467,4372,11486,13203,9252
3211,7664,29523,20872,5101,42582,49518
3212,29039,20709,44684,24870,41539,47085
3213,47113,13295,27730,30328,47569,33202
3214,36266,23597,44603,49439,23672,18923
3215,18379,16309,47227,33688,40424,34066
3216,30421,25855,36740,23181,25398,40342
3217,12310,41567,17544,12090,32872,16570
3218,26524,24287,49820,20712,41032,28664
3219,28249,21807,38695,23305,42166,31878
3220,34760,47813,36484,45227,33297,46161
3221,31469,47659,3676,29112,32742,24440
3222,17206,45665,6140,24720,23330,29727
3223,48751,23208,5252,7318,45503,19113
3224,16296,39703,20208,43949,41082,46923
3225,18413,6840,44924,31899,39935,32839
3226,5279,30281,2608,43503,17376,14903
3227,12413,41522,17674,49142,36834,42439
3228,47009,23134,15702,43435,17065,32855
3229,24616,9271,25605,20461,47226,20754
3230,49290,29884,44980,22731,36287,26632
3231,45483,33592,13460,24870,13710,36798
3232,47269,40644,20599,45687,46051,11625
3233,23668,41776,35436,39736,41843,6214
3234,22610,49296,43137,42979,16459,44679
3235,41114,36753,35208,5762,20066,20472
3236,10218,16562,17806,22680,27210,17938
3237,31155,49057,43447,15153,41636,46833
3238,18899,25961,28539,16241,8801,34242
3239,14331,14888,17745,45289,41204,46852
3240,28710,27180,16027,9966,41984,28323
3241,10497,5279,40003,13922,46466,16420
3242,38243,11757,45325,12619,10474,9563
3243,38441,36367,32816,40139,28723,11105
3244,10019,16646,10615,33059,19095,36524
3245,25713,47148,35544,13981,31368,23793
3246,29772,48158,33367,16266,41131,43957
3247,29133,12894,25539,16765,18911,47131
3248,40725,49036,22213,9686,17569,30471
3249,14699,18195,5496,20190,26692,21297
3250,19115,28465,25329,38038,24695,41219
3251,30138,17230,14489,18768,14376,21927
3252,7953,18363,23225,34948,11571,44844
3253,46119,31292,17600,26308,23235,49825
3254,6639,24880,27423,27975,25568,37730
3255,32229,21588,39770,24978,46314,13429
3256,38443,34598,6880,14271,14575,44415
3257,43092,22291,30664,48054,44461,8011
3258,11967,21225,23198,28581,10094,33572
3259,26958,40287,42249,10982,38314,47274
3260,32215,23814,44059,10160,43098,37154
3261,23967,26346,44407,14963,31397,12769
3262,41431,16701,1157,8171,36520,42318
3263,30522,5800,29654,38729,30071,5220
3264,21775,14088,18233,17244,38068,6406
3265,7886,34021,44147,21506,31666,35245
3266,46429,44242,25176,11886,18731,16078
3267,10815,38991,25533,18592,29649,27480
3268,17693,12155,13963,41813,5313,31019
3269,36698,26458,2949,18203,15165,20128
3270,14791,31935,20158,41301,49854,29570
3271,43033,44436,49608,17213,43668,36420
3272,34137,5807,13704,35872,8528,19628
3273,48393,14339,35335,31802,20949,8150
3274,20218,33431,6876,44397,12751,24754
3275,23699,20262,42885,41421,9055,30563
3276,38882,14053,45560,27051,6241,49562
3277,32533,42158,10105,31234,12009,32169
3278,49959,27025,28979,15322,18197,36847
3279,30940,49389,10194,48607,11484,40611
3280,17468,37779,46081,38459,25532,13017
3281,34434,19646,18375,12719,22485,40207
3282,31015,25143,18989,34853,12051,40342
3283,25230,18750,17437,15912,39797,8654
3284,6071,29339,31619,37172,28101,23508
3285,20544,5120,5201,18562,31173,20954
3286,45035,44266,48423,33001,18071,41739
3287,17936,37170,21128,22331,39637,28821
3288,6134,14471,25678,27139,49563,42978
3289,33252,29928,21343,8265,9856,39217
3290,44023,8954,18680,30291,17257,17512
3291,47549,23638,18280,7559,6136,6298
3292,45365,34311,25734,21762,6462,40050
3293,33721,18399,40499,22326,9926,37351
3294,44035,18147,49466,44582,15932,6894
3295,15888,48307,40210,40157,37175,47161
3296,40688,17115,42548,21755,6305,44349
3297,24837,26800,44919,15175,17357,41737
3298,29059,12404,21657,33660,16002,21199
3299,35873,40539,24174,28395,14545,6036
3300,7341,5674,4209,8404,14321,6955
3301,18368,37343,27607,37970,9613,11122
3302,26767,35153,7483,38362,23480,14394
3303,24207,15438,49478,26961,46106,45761
3304,39159,10923,31257,25717,42284,23397
3305,24838,35388,13450,24208,15147,21497
3306,7882,35251,23267,35001,40440,27229
3307,25520,28050,25994,29761,29262,16914
3308,46367,49627,15999,5627,19139,22054
3309,47996,43705,28711,32329,24403,9809
3310,35955,41967,32374,11016,28606,9315
3311,42819,30809,12007,5626,23088,37989
3312,8462,25094,24193,43864,12317,22931
3313,10860,46026,21158,26952,21558,30113
3314,16329,30825,25868,18171,33482,7838
3315,6916,27530,20496,43096,16610,22385
3316,46985,7964,11033,31441,24210,43329
3317,44197,16326,44920,22672,28957,18296
3318,15393,34904,40047,24105,38883,9705
3319,30712,46024,16211,11195,31959,14486
3320,48002,34874,4050,39635,27291,28380
3321,36928,35790,19972,9931,42953,20966
3322,44857,19967,6135,33743,20322,34051
3323,28375,44610,24994,16052,9331,5060
3324,12058,15719,42585,45478,11516,26661
3325,39738,35801,29369,16295,36042,30745
3326,22770,21523,11686,5560,14779,38939
3327,7123,24468,40935,10640,37639,11638
3328,23532,20685,27054,25106,43352,36428
3329,20892,15541,3495,21511,16455,28564
3330,16322,8195,47004,35471,31928,32194
3331,43654,28844,15590,23941,37415,41830
3332,29828,19473,9767,6772,6671,39633
3333,31564,18416,734,43864,30060,22101
3334,11171,31466,30308,13271,44004,25003
3335,33471,47219,7303,19052,30555,45266
3336,37512,40694,31615,5588,34056,41470
3337,16629,29699,1556,46043,5373,29622
3338,42143,46507,5715,45449,6271,6498
3339,20265,43348,31802,25407,27452,44260
3340,6250,32170,35360,30928,20537,9242
3341,39669,45242,24635,9744,10135,27947
3342,41860,30634,40461,9883,5000,7138
3343,25737,19054,2894,40912,47575,47507
3344,20414,39906,35676,11945,45929,19651
3345,5817,11966,38746,40376,44540,11279
3346,37910,8159,39016,47720,27998,24872
3347,49308,47479,19177,22356,11183,44283
3348,43422,18969,5822,38106,24447,13325
3349,25365,38016,44079,9076,45982,23334
3350,11376,12949,25174,32720,26710,33894
3351,10510,7577,33024,14668,48058,38177
3352,30875,8883,16197,40166,34098,29950
3353,14536,43827,44080,13351,31413,29738
3354,11599,16822,40643,38207,28593,47961
3355,29847,20452,5340,37592,11357,45950
3356,37744,39507,29433,43387,12473,16101
3357,7672,26776,16085,46470,38457,12086
3358,38048,32255,3175,39242,39612,5270
3359,45654,16676,25553,21863,10837,35298
3360,32271,18295,26711,20872,40569,35845
3361,26092,23991,34064,45326,9676,25545
3362,13906,34490,2631,40312,26694,44192
3363,9624,25500,7406,35449,32437,48466
3364,49614,36460,37337,32354,19481,43185
3365,46443,8871,43729,10361,12242,26337
3366,20322,8185,26706,45851,49446,36050
3367,32897,29527,32714,47875,29229,17033
3368,9538,46231,8288,22446,26623,15406
3369,40309,39985,39454,40424,25596,39054
3370,20684,41272,45895,30889,39115,25888
3371,9061,34508,37857,10017,43954,21522
